BOOKLEV;EBIT;INVGRADE;LOGSALES;MARKLEV;RATING;RETA;WKA
0,136156335;0,118549436;1;6,953588486;0,06751747;4;0,355012566;0,09591199
0,178610682;0,05880982;1;10,91226673;0,167217642;5;0,258050561;-0,10356655
0,3132193;0,014112882;0;9,122346;0,5224646;2;0,120558657;0,056395885
0,480785668;0,02299899;0;8,155879;0,5843461;2;-0,010849313;0,08293223
0,332851321;0,1000241;1;8,624029;0,3342025;4;-0,023138134;0,028681723
0,135872647;0,01993083;0;6,542673588;0,13852495;2;0,6023723;0,4106646
0,243507653;0,106270336;1;7,884153;0,195192918;4;0,4907522;0,383466363
0,3054588;0,152178556;1;9,86303;0,160453677;5;0,7000853;0,19166252
0,286328137;0,10161937;1;8,851641;0,220409885;4;0,05229224;-0,048396297
0,09260853;0,1572634;1;12,42707348;0,08340592;6;0,381545;0,018331287
0,194686428;0,08661502;0;7,737205;0,203282639;3;0,292390764;0,260248035
0,1568322;0,1187926;1;8,686733;0,157079861;4;0,361268;0,201190084
0,236074448;0,09563094;1;9,471704;0,213752225;4;0,263727576;-0,044515576
0,27945593;-0,02263645;0;8,658467;0,3607583;3;-0,9811611;0,08401797
0,305052638;0,08639284;0;7,194863;0,1881719;3;0,2677595;-0,026703702
0,2488445;0,06020964;1;9,061608;0,352463245;4;0,246987462;-0,02504952
0,2908094;0,05381454;0;5,589845;0,3448235;3;0,09692749;0,151214331
0,229149118;-0,02611626;1;7,661527;0,194396958;4;0,450294852;0,343302429
0,287754118;0,127223119;0;7,39207;0,16759;3;0,320704877;0,236003518
0,3892831;0,110534877;1;9,322413;0,269366741;4;0,146743059;-0,064683415
0,493842661;0,09348717;0;6,078642;0,4612187;3;-0,056512047;0,113859825
0,441706032;0,179752067;1;8,929038;0,197699219;5;0,8627509;-0,07231405
0,229177922;0,118802942;1;8,73414;0,168882817;5;0,210429043;-0,03646114
0,252707332;0,0832077;1;8,28578;0,2027506;4;0,224400282;0,003152872
0,3796644;0,09012028;0;8,434561;0,324451268;3;0,248594627;0,1895527
0,007948692;0,148043573;1;10,36769867;0,005189226;6;0,5026292;0,341269433
0,217762664;0,136616051;1;7,700571537;0,139108747;4;0,5211811;0,184525639
0,2019475;0,128885925;1;7,180983543;0,159749046;4;0,206665054;0,2918229
0,546963;0,106269516;1;10,50064659;0,399140835;5;0,238161;0,07856551
0,341737241;0,09511824;1;7,801126;0,3790145;4;0,4313628;-0,041636765
0,2812691;0,191732541;0;5,90877;0,09346049;3;0,188994244;0,493520349
0,3582292;0,1115072;0;7,148809433;0,163871735;2;-0,214672446;0,197766185
0,1638448;0,108687;0;7,921436;0,1382608;3;0,3982221;0,216108546
0,058985345;0,23880817;0;7,499978;0,05197871;2;0,189603224;0,213983163
0,4955294;0,1814425;0;5,632351;0,203179955;3;0,164458737;0,142430082
0,2815318;0,09451373;0;6,831389427;0,154086143;3;0,2049947;0,04233701
0,3854853;-0,25485307;0;6,948897;0,5653591;3;0,162956372;0,007836153
0,102278419;0,20454888;1;12,12769;0,09217901;6;0,4395429;0,07410616
0,189372227;0,1036958;1;8,272021;0,1058861;4;0,6597793;-0,08336163
0,231112137;0,05004319;1;7,48604;0,11157243;4;0,048528284;0,21634388
0,3855749;0,111885786;0;7,459630489;0,262386829;3;0,314770728;0,04318193
0,357355565;0,017421084;0;6,695675;0,7917105;1;-0,7035438;0,278141737
0,6864805;0,223389551;1;8,386629;0,223447174;5;0,925629;-0,07132983
0,5791984;0,06433782;1;7,229963;0,6655155;4;0,018064015;0,048121274
0,3059753;0,024745468;0;5,149446;0,154026672;2;-0,9300271;0,479331434
0,4050969;0,261428684;1;9,341097;0,10851378;6;0,8420496;0,001657439
0,226581737;0,035454597;1;10,01032162;0,296571136;4;0,045673124;-0,03562911
0,230019256;0,204149127;1;8,790665;0,197368771;4;0,286727548;0,3467647
0,112961918;0,07148872;1;9,589845;0,133592948;5;0,39780426;0,167252555
0,24046953;0,156721115;1;8,335573;0,169547126;4;0,235211074;0,327565968
0,016057778;0,027034363;1;7,285507;0,028762273;4;0,07590127;0,060491834
0,195950225;0,107342139;1;8,461765;0,1326185;5;0,349197537;0,18599835
0,228464;0,01988397;0;7,675632;0,343571424;3;0,592395842;0,3211637
0,323379338;0,06265626;0;6,692849;0,236212969;3;0,136960685;0,08536996
0,210586846;0,03545229;1;8,613758;0,3021855;4;0,136447147;-0,065120496
0,1612385;0,115820467;1;8,429235;0,05646035;4;-0,5950745;0,132952616
0,138647944;0,132480085;1;7,850707;0,114831485;4;0,567102253;-0,068390995
0,137183413;0,102332525;1;7,631067;0,121077083;4;0,3950888;0,186870113
0,274723262;-0,00239691;0;8,001894;0,31006822;3;-0,2027526;0,113499932
0,5199389;0,001222307;0;8,840435;0,511046469;3;-0,4194041;-0,014973262
0,198547572;0,127378359;1;9,202106;0,255038023;4;0,109949164;0,2466231
0,358109951;-0,011237476;0;9,062536;0,7099547;2;0,027213648;-0,1987544
0,113686524;0,139622375;1;8,985283;0,05759675;5;0,460006535;0,07382134
0,282097429;0,125503644;1;10,87085152;0,170442268;5;0,343220472;0,13764824
0,8181012;0,216101;1;7,447923;0,43273586;4;-0,119663365;-0,194369778
0,455853134;0,04914948;0;7,459069;0,471828461;3;0,07001453;0,049833983
0,160356224;0,08301176;0;6,45209;0,113065451;3;0,15743567;0,268920481
0,2710136;0,04476575;0;8,950013;0,431723267;3;0,435010374;0,181820139
0,2415629;0,0845028;1;10,37174;0,2106685;5;0,323620141;-0,006076226
0,3401299;0,0740714;0;5,763704;0,350551069;2;-0,015498027;0,272618
0,09315828;0,191889077;1;9,05745;0,044283595;4;0,3694191;0,277097642
0,439137131;-0,08763508;0;8,357134;0,5952427;3;-0,043143366;0,08744223
0,2810523;0,047974654;1;9,039576;0,2614843;5;0,143934622;0,08615594
0,7578724;-0,0463292;0;6,882455;0,9036842;2;-0,5919271;0,10285943
0,234047547;0,1088986;1;8,712494;0,157755718;5;0,6180895;0,116912715
0,233073547;0,154025346;1;10,74304867;0,201669812;5;0,278007567;0,146754041
0,265096754;0,06894945;1;7,478559494;0,138052016;5;0,445672;-0,4120839
0,149096414;0,08191006;1;9,257329;0,135234237;5;0,229825571;-0,04603672
0,246015042;0,122165412;1;10,22252274;0,173072517;5;0,223067671;0,149142861
0,186500564;0,232986242;1;7,274895;0,06280478;5;0,3743027;-0,1672245
0,0907431;0,034881145;1;7,295620441;0,07384567;4;0,360149264;0,1872498
0,240131363;-0,0371959;0;9,565775;0,347727627;2;0,397761554;0,019569734
0,241143078;0,106283031;1;9,316051;0,1982801;5;0,169015467;0,05969857
0,196569428;0,144332811;1;8,419543;0,07489923;5;0,4553949;0,07962566
0,2378824;0,1388518;1;9,758751;0,117847666;5;0,5882626;0,110640272
0,154714972;0,08820236;1;8,433163;0,1421502;5;0,499152362;0,132458091
0,523054;0,05777396;0;5,316987;0,8025708;2;-0,143418923;0,23210676
0,303630918;0,232760027;1;7,274757;0,101695523;5;0,7465466;-0,007698608
0,119566724;0,1704361;1;9,84353;0,05450478;4;0,309650481;0,3648727
0,2229522;0,07665918;0;6,727914;0,2088948;3;0,318947;0,237765953
0,225294068;0,1053423;0;6,980582;0,274452835;3;0,257861376;0,349110246
0,038356494;0,2897353;1;12,70141792;0,022670686;7;0,777862549;0,129766956
0,2628467;0,09467153;1;7,673316;0,260178864;4;0,3708394;0,148905113
0,215145752;-0,007182087;0;7,540515;0,424795359;2;0,292141944;0,3856147
0,188215673;0,185066417;0;7,715877533;0,15668425;3;0,300833225;0,5158852
0,3070128;0,07437892;1;10,01637;0,3595994;4;0,161782444;0,07703208
0,009117433;0,000729395;0;6,081762;0,001543023;3;0,303063452;0,363420874
0,09288906;0,124895863;1;7,447675;0,045396883;4;0,219288915;0,07437117
0,09225666;0,06905122;1;9,482697;0,05902055;5;0,22725445;0,168083116
0,242709056;0,08402829;0;6,977323532;0,2364875;3;0,05460718;-0,05677915
0,166470155;-0,010325084;0;7,696192;0,129859865;2;-0,8027066;-0,07707845
0,132578284;0,08962609;1;7,321316;0,135609418;4;0,450947434;0,289444238
0,345432;0,129049674;1;8,935764;0,2738757;5;0,7437179;0,023230692
0,05815667;0,209613428;1;9,681781;0,032821007;4;0,927786;0,373767138
0,42005676;-0,199621573;0;6,436150551;0,312765658;3;-0,2459792;0,008514664
0,171486348;0,169959545;1;8,799869;0,02092409;5;-0,149352685;0,227132171
0,1679853;0,115052827;1;9,96383;0,125986934;5;0,4344342;0,115665354
0,190378651;0,039796337;1;9,891263;0,2054596;4;0,29285422;0,202141985
0,1485753;0,022557667;0;8,364554;0,215887114;3;0,276684761;0,142770991
0,154856741;0,166082218;0;7,157639;0,105353922;3;0,310483038;0,269612521
0,198160335;0,0700714;0;6,391077518;0,248495728;3;0,5191186;0,08007736
0,2379219;0,258548439;1;10,5415144;0,0723194;6;0,3545114;0,134789333
0,09385899;0,08474631;1;7,724668;0,04721756;5;0,274537534;0,159720987
0,273644239;0,0767586;1;8,593506;0,258740544;4;0,000402851;0,125627518
0,34702757;0,062008064;0;9,889541;0,6386955;2;-0,0961157;0,2475843
0,003051879;0,171991825;1;8,617334;0,001484747;6;0,8845736;0,408924162
0,519659638;0,03598299;0;5,566637;0,6232245;2;-0,015684035;0,01731283
0,231644362;0,244750321;0;9,075706;0,3068267;2;0,053378236;0,240005359
0,2606154;0,10231968;0;7,793297;0,242985427;3;0,402263969;0,12901026
0,406893462;0,1003217;0;5,318326;0,293945581;3;0,3171726;0,056915045
0,212924719;0,176082611;1;9,952611;0,09120109;4;0,180479676;0,3257828
0,165052488;0,131195575;1;8,006568;0,06623826;4;0,443721;0,2960039
0,339366436;0,088527;1;7,925233;0,263633;5;0,456649035;0,11849571
0,164508179;0,10343387;1;8,035158;0,131362453;4;0,570818961;0,2785305
0,4317191;0,01712862;0;7,634724;0,4653938;3;0,431251943;0,128853947
0,410191655;0,200783849;1;8,483838;0,117061391;5;0,8467188;-0,02544284
0,06755306;0,05014421;1;11,37016296;0,06041508;5;0,215450674;0,15357554
0,4767204;0,07608449;0;7,057382;0,2007431;2;-0,260958433;0,19816035
0,160057425;-0,043737665;1;7,569463;0,105441891;5;0,6710479;0,099363
0,4253689;0,102138855;1;8,397734;0,2876475;4;0,127416223;0,140112087
0,5283036;0,035568975;0;6,587412;0,3937714;2;0,006501847;0,056991976
0,0918349;0,21303;1;11,30849361;0,045356374;6;0,6598624;0,054966055
0,128083989;0,153284118;1;8,596743;0,07428876;5;0,553867161;0,162241712
0,3328248;0,074273326;0;8,695674;0,230065539;3;-0,012204914;-0,04785611
0,137252554;0,14097181;1;7,652023;0,076644115;5;0,4428914;0,275704861
0,08005816;0,219615668;1;8,048117;0,03438402;4;0,5575573;0,12822476
0,388845026;0,09637871;1;8,22309;0,33754614;5;0,100374959;-0,030539246
0,179474473;0,07405782;1;8,912918;0,117816649;4;0,3724977;0,029957244
0,3036996;0,129309252;1;7,07387;0,155541524;4;0,2514801;0,100066118
0,105823673;0,1985075;1;9,46667;0,04672925;6;0,8067996;0,18442598
0,257015735;0,200696766;1;9,216166;0,2515506;4;-0,5300948;0,006193194
0,0923502;0,2545886;1;10,03238106;0,035925902;7;0,3135669;-0,011487616
0,164363027;0,1143214;1;8,415825;0,190728948;4;0,133638635;0,127393842
0,180072129;0,119509377;1;9,263587;0,136868879;5;0,461986661;0,08918546
0,2174669;0,058926575;0;7,565577507;0,3833619;2;-0,237192884;0,185380265
0,050068304;0,2613942;1;10,56684494;0,01610978;5;0,619634;0,2475473
0,19061777;0,065648735;1;7,777698;0,213796631;4;0,4921193;0,4539073
0,545894444;0,09769842;0;6,893419;0,5108686;2;-0,0805397;0,2497193
0,214103341;0,122810833;1;11,42008591;0,148932233;5;0,403960347;0,09937777
0,360349655;0,102397241;1;7,597593;0,2343507;4;0,6071194;-0,004329474
0,2098644;0,191310421;1;7,774604;0,07227651;4;0,6392454;0,056826416
0,4241771;0,046053316;1;10,0898428;0,4254289;4;0,04299468;0,08915227
0,2543642;0,09142972;0;7,068533;0,2096844;3;0,2254653;0,376641959
0,3826303;0,034337617;0;5,56894;0,645064354;2;0,196132645;0,03586151
0,2053466;0,152270719;1;6,606824398;0,1262414;4;0,1912926;0,008284044
0,187506273;-0,000678097;0;8,744217;0,3506078;2;-0,09351873;0,05365335
0,120183676;0,3487853;0;8,017218;0,07368228;3;0,49481;0,442706168
0,310670435;0,09174494;0;8,255153;0,293964475;3;0,2924308;0,463495851
0,240405217;0,104092978;0;7,45878;0,109293744;3;0,245068744;0,406437546
0,001100093;0,04460294;0;8,458408;0,001859942;3;0,173024282;0,193647236
0,5015361;-0,019749835;0;9,035511;0,558841646;2;-0,243471578;-0,000438885
0,046273157;0,238190442;1;10,83000565;0,014797373;7;0,7016975;0,3232917
0,145090565;0,06776343;1;10,22119236;0,142789;5;0,307549357;0,018421248
0,131357729;0,06440323;0;10,80210304;0,178482547;3;0,06518824;0,15886566
0,10828793;0,05329517;1;7,004152;0,1210272;4;0,326213837;0,39353916
0,420607656;0,05138349;0;7,20934;0,5091877;3;0,213785157;-0,024165837
0,328862548;0,0998832;0;7,325377464;0,246747971;2;-0,185435772;-0,03410249
0,298246175;0,117692411;0;5,870872;0,181016847;3;0,7492898;0,586624861
0,46312356;0,1632796;1;9,227905;0,2184767;4;0,254385561;-0,09138021
0,335862547;0,026392564;0;7,632689;0,453534335;3;0,324368447;0,455349535
0,2090361;0,09939221;1;7,742475;0,183510274;4;0,187707335;0,192322746
0,219459236;0,120061643;0;8,687273;0,22881937;3;0,04384982;-0,047772486
0,2341381;0,1359549;1;9,674238;0,121777564;6;0,6693165;0,008599538
0,195052788;0,120818332;1;6,67925;0,128645226;4;0,41623795;0,045297734
0,4637363;0,104665443;1;8,007697;0,335055947;4;0,03928709;0,024836037
0,353090525;0,09935553;1;11,01127434;0,346323;4;0,211405143;-0,012157016
0,7247656;-0,249210864;0;6,330209;0,378728032;2;-0,6472874;0,481373668
0,22314924;0,016523216;0;7,55969;0,165235728;3;-0,4907223;0,313780159
0,1417354;0,105932355;1;8,428274;0,1596347;4;0,429762632;0,1680294
0,108089522;0,02172792;1;8,015162;0,118998684;4;0,09739746;0,0541479
0;0,276456952;0;7,314855;0;3;0,351581126;0,5975249
0,265977383;0,09941766;1;8,57533;0,204540238;5;0,5328431;0,252998084
0,22094804;0,030680396;0;6,948078;0,184814915;3;0,559590757;0,333445668
0,2643608;0,120549373;1;9,591875;0,09529682;6;0,390817225;0,206645027
0,264103383;0,16561614;1;9,176681;0,159554467;4;0,6040025;0,190513715
0,148019254;0,166773483;1;8,486271;0,11037337;4;0,9799219;0,269285619
0,179714531;0,107626878;1;10,52441311;0,153537452;4;0,206350923;0,039684255
0,3051771;0,107071623;0;6,288824558;0,154578716;3;-0,06603665;-0,056356534
0,15317063;0,2412948;0;7,158592;0,08669379;3;0,191871747;0,6286123
0,3525516;0,044217397;0;6,800272465;0,2866826;3;0,3053582;0,0693087
0,228849366;0,165480822;1;7,862843513;0,220799416;4;0,4856865;0,4033074
0,143059716;0,191921234;1;10,67459106;0,063288145;5;0,495705366;0,0809902
0,3826581;0,08719052;1;8,304668;0,3611832;4;0,20692578;0,20781897
0,3713051;0,11812938;0;6,604002;0,261253953;3;0,4387218;0,268870831
0,07466926;0,08043178;1;10,03499794;0,104714066;5;0,327083826;0,179774374
0,251493424;0,0650553;0;7,720505;0,244461924;3;0,2275325;0,134127885
0,1408169;0,176784337;1;10,97842216;0,152160287;4;0,219489083;0,043125834
0,377975941;0,130344778;1;9,44478;0,2728503;4;0,367385924;0,177482277
0,169931561;0,16662553;1;8,55237;0,107826464;4;0,230265766;0,217119634
0,328972965;-0,018232167;0;8,497218;0,3910901;3;0,221519649;0,050832365
0,250803024;0,1592379;1;7,860185;0,122055881;5;0,181722179;0,044528533
0,12714307;0,144523188;0;7,526347;0,06210715;2;-0,7695221;0,137749761
0,3381296;0,135470569;1;9,926237;0,192283317;5;0,75971365;0,060469244
0,04724672;0,05969011;1;11,38566;0,059432566;4;0,187175214;0,162288442
0,10723199;0,07473546;1;10,54193783;0,079655245;4;0,09157848;0,09487703
0,2456795;0,08269455;1;6,822129;0,284721464;4;0,3800519;0,036681525
0,143233836;0,1333931;1;10,51884079;0,09235494;5;0,435001373;0,249211565
0,1805654;0,172801018;1;9,999338;0,104478955;6;0,8467058;0,172720745
0,1518785;0,03088779;0;8,492942;0,12911965;2;0,1346173;0,243180454
0,3353961;0,0899424;1;6,898746;0,138024464;4;0,3703109;0,500710249
0,118948959;0,244235367;1;9,960198;0,0400547;6;0,826159;0,09150295
0,2676972;0,08331677;0;6,957823;0,241291866;3;0,264054984;0,23992905
0,119330138;0,192011;1;10,51442;0,07002026;4;0,125501409;0,4314567
0,09642191;0,222872034;1;9,36564;0,0576405;5;0,4515338;0,08666673
0,05806696;0,07925099;1;8,70417;0,0474212;4;0,2343484;0,198222056
0,3830256;0,08431964;0;8,424092;0,5489839;2;0,233183041;0,172956973
0,489502639;-0,02965756;0;9,170976;0,571719646;2;-0,18813698;0,123929881
0,343469828;0,09831802;0;7,460022449;0,318009;3;0,38916564;0,320938647
0,308045149;0,111595161;1;8,123491;0,266621262;5;0,3767644;-0,09017707
0,402820438;0,0869093;1;8,755029;0,2845757;4;0,203481331;0,104765892
0,1378645;0,05710406;1;8,390722;0,07461648;4;0,08090337;0,120497428
0,3184668;0,075871825;0;6,322633;0,236935869;3;-0,119477309;0,250834852
0,2287143;0,119946048;1;7,647744;0,2229341;4;0,07685914;-0,007280216
0,308181673;0,131824777;1;9,005527;0,258398026;4;0,031728137;0,125382513
0,189865425;0,192752644;1;8,977047;0,08482518;5;0,285912246;0,2541671
0,267971069;0,08537953;1;9,044522;0,273856878;4;0,3055953;0,028189166
0,373639226;-0,384169161;0;4,682640553;0,37886253;2;-0,4804977;0,331808746
0,160606772;0,07108201;1;10,33270168;0,208344162;4;0,143508509;-0,012421816
0,267576128;0,09306478;0;8,760986;0,2773473;3;0,0794229;0,3282861
0,399846643;0,004216983;0;8,633375;0,431259841;3;0,136860266;0,021468276
0,129370719;0,287575334;1;9,449436;0,08192955;5;0,6661791;0,3944443
0,112762369;0,289911151;1;9,629577;0,08395792;5;0,3850161;0,08786578
0,225512639;0,07778306;0;6,645013;0,279807359;3;0,3219116;0,240848243
0,143723577;0,136601374;1;7,765442;0,154411763;4;-0,183118179;0,281716
0,4296718;0,06879183;1;8,5741;0,3095461;4;0,155540451;0,190067634
0,2964419;0,166361973;0;6,908058;0,333058536;3;0,4935336;0,0754566
0,1660104;0,0957632;1;8,48103;0,15784359;4;0,24080655;0,3272041
0,5563024;0,022138672;0;8,864888;0,6221321;3;-0,1881262;0,0483522
0,146296516;0,111047111;1;9,230241;0,117163658;5;0,7185808;0,192374155
0,236533239;0,09357079;1;7,55081;0,138252854;5;0,4846742;0,310445726
0,4740588;0,140142456;0;6,276008;0,2654965;2;-0,259973556;0,162895143
0,140656829;0,119366236;1;9,013728;0,109457642;5;0,417733043;0,2101686
0,278067559;0,129443869;0;9,840601;0,211025715;3;0,0423722;0,3161865
0,231306285;0,101139456;1;7,9884;0,177248;4;0,3134815;0,11382357
0,3224894;-0,003999445;0;7,712098;0,4212443;2;0,2625828;0,135872424
0,1639613;0,209222436;1;10,39090157;0,050485995;5;0,6323636;0,033031803
0,371989548;0,07771359;0;5,896082;0,3891183;3;0,1975441;0,295929223
0,15256241;0,102122232;1;10,84540749;0,09460189;7;0,32396546;0,114387788
0,06704962;0,2162097;1;9,022455;0,045357496;4;0,290046334;0,237632751
0,116973057;0,2294601;1;11,99784851;0,1350464;5;0,269460469;-0,016327254
0,2286346;0,121697523;0;7,554255;0,221912548;3;0,126679674;0,2512431
0,157283649;-0,033595443;0;7,482513;0,194984;2;0,497185558;0,4154981
0,07834453;0,07514701;0;7,463053;0,09691048;3;0,34429276;0,187990919
0,443197042;0,1017457;1;8,611081;0,32951507;5;0,429507941;-0,015871946
0,2895569;0,09278195;0;7,111267;0,362957269;3;0,2526883;-0,008516939
0,5264385;-0,04516271;0;6,743876457;0,7096737;2;0,06699722;0,07751648
0,2111853;0,04708076;0;7,310646534;0,186826915;3;0,390081763;0,156924412
0,180368945;0,147339523;1;8,173688;0,08812373;4;0,3266155;0,124066964
0,395403653;0,183220372;1;10,94625187;0,145276964;6;0,189152732;-0,07655176
0,123540848;0,2662453;1;7,585285;0,09680571;4;0,402152866;0,121697567
0,241202146;-0,04538369;0;6,726577;0,217401624;2;0,009786777;0,462181
0,182765275;0,07185923;1;9,993968;0,199125245;4;0,062548704;0,06837291
0,347328454;0,0903054;1;9,865443;0,349754035;4;0,303054;0,05306816
0,191857725;0,112774685;1;8,338096;0,0620515;5;0,048198294;0,102480322
0,305807143;0,07033394;1;6,876347;0,142485514;4;-0,006228454;0,217093259
0,436646253;0,045829136;0;9,756783;0,624307752;2;-0,3596037;0,106103122
0,1656096;0,17299065;1;8,517833;0,06584976;5;0,440211266;0,275286734
0,566955745;0,048255205;0;8,76704;0,336521447;3;-0,04348236;-0,049862694
0,225660533;0,101572938;1;8,986446;0,1695976;4;0,170350567;0,1553408
0,025789972;0,1714734;1;8,505966;0,011881839;4;0,185572773;0,180459663
0,307747751;0,06295379;0;7,268645;0,4750648;2;0,5664583;0,3948644
0,3622195;0,07915483;1;8,655362;0,4626844;4;0,138473138;-0,014874204
0,5153477;-0,059691276;0;6,712568;0,319920063;3;-0,5000343;0,235689744
0,40354383;0,08044729;1;10,55623;0,3742245;4;0,339184731;-0,03563518
0,217338443;0,130330831;1;7,977721;0,053938296;4;0,4824795;0,08395716
0,329864;0,08562309;1;9,865474;0,242459282;5;0,208576187;0,05849292
0,2377012;0,043571014;1;9,159889;0,1064717;5;0,578964353;0,3279462
0,242728144;0,170267642;1;9,568657;0,071243934;5;0,384693354;0,1681194
0,426832765;0,108897664;1;8,315102;0,312146753;4;0,112618722;0,033283994
0,158681154;0,02562716;0;7,447521;0,3315153;3;-0,117488548;0,05021129
0,217292264;0,116114922;1;8,083167;0,1591904;4;0,09580801;-0,04356674
0,18338;0,135346219;1;8,626765;0,09076624;4;0,3010862;0,3704704
0,125572592;0,08449512;1;7,767349;0,103824355;5;0,5413264;0,2822147
0,2621305;0,09981085;1;8,168649;0,21003817;5;0,280866534;0,08887897
0,1403151;0,07005205;1;8,933796;0,131544441;5;0,3832466;-0,016036011
0,209912658;0,04950835;1;10,68880367;0,243556768;5;0,195918486;-0,07391233
0,380260736;0,025618488;0;6,721923;0,5968881;2;0,174271569;0,2599641
0,3005557;0,112436883;1;8,097213;0,209298328;5;0,441708267;0,268060148
0,04684371;0,204486161;1;8,491158;0,012701103;5;0,5933132;0,3279262
0,4416355;0,06454887;0;7,599681;0,5565952;3;0,206227586;0,365369767
0,142080352;0,168563083;1;10,34708309;0,1190989;4;0,3598832;-0,05266338
0,251345456;0,07783288;1;9,896675;0,255110055;4;0,4386469;0,10952986
0,290598;0,1747839;0;6,049653;0,211163849;3;0,2110854;0,013810877
0,173092037;0,194094226;1;10,31830597;0,0683167;6;0,5489545;0,06582274
0,242982179;0,165978864;1;8,533401;0,158800215;4;0,7898508;0,290689766
0,2051545;0,129630983;0;8,171854;0,136566609;3;0,100014642;0,3379338
0,4687075;0,07244898;0;8,398635;0,6136055;2;-0,8187075;0,07414966
